sensor,bucket,timestamp,value,type,sensor_encoded
livingroom_PIR,1_4_7,2024-11-21 21:36:20.694,livingroombedarea,sensor,2
kitchen_PIR,1_5_9,2024-11-21 22:50:04.193,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-21 22:50:25.837,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-21 22:51:08.383,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-21 22:52:17.548,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-21 23:09:04.394,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-21 23:10:02.743,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-21 23:16:46.767,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-21 23:34:16.723,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:14:56.171,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:20:20.053,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:20:55.262,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:25:46.367,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:26:05.181,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:27:47.263,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:28:11.857,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:29:11.649,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:29:24.444,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:30:01.667,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:31:44.117,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:34:27.130,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:34:48.240,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:36:59.739,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:37:06.903,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:38:11.592,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:38:36.757,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:41:55.123,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:42:04.463,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:43:27.552,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:44:28.316,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:45:26.634,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:46:16.709,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:46:23.073,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:47:12.506,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:48:26.419,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:48:59.210,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:51:14.085,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:52:46.298,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:54:07.889,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 02:55:28.908,kitchen,sensor,1
livingroom_PIR,1_4_7,2024-11-22 03:52:40.278,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-22 04:30:14.087,livingroombedarea,sensor,2
bathroom_PIR,1_3_6,2024-11-22 08:28:38.224,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 08:36:13.419,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 12:13:14.461,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 12:13:28.740,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 12:15:21.667,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 12:15:28.884,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 12:16:27.433,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 12:16:37.705,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 12:17:51.789,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 12:18:11.862,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 12:20:39.478,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-22 14:14:52.088,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:15:56.419,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:16:45.939,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:17:15.199,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:17:42.240,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:18:33.665,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:19:40.620,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:20:04.577,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:20:57.257,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:21:08.965,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:21:42.115,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:22:00.071,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:51:21.420,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:54:59.451,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:56:29.360,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:56:39.827,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:56:48.957,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:57:01.665,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:57:09.936,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 14:59:46.272,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:00:01.257,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:09:51.407,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:10:06.246,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:14:21.915,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:14:51.764,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:15:34.993,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:15:41.206,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:15:50.534,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:16:25.025,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:16:52.601,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:16:58.639,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:17:57.382,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:18:09.940,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:18:15.503,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:18:26.963,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:18:57.825,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:19:04.737,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:19:38.083,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:19:47.175,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:19:55.300,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 15:20:15.619,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 16:03:49.460,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 16:04:45.957,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 16:06:25.207,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 16:06:33.311,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 17:45:11.577,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 17:56:39.848,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 18:06:05.411,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 18:06:20.274,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 18:09:41.985,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 18:10:46.070,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 18:12:55.950,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 18:15:35.806,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 18:16:59.680,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 18:20:19.860,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 18:25:28.062,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 18:25:54.915,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 18:28:05.325,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:00:02.745,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:33:02.744,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:33:13.412,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:33:31.783,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:34:53.799,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:36:03.029,kitchen,sensor,1
livingroom_PIR,1_4_7,2024-11-22 19:36:13.902,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-22 19:36:22.180,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-22 19:36:30.520,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-22 19:36:41.381,livingroombedarea,sensor,2
livingroom_magnetic_switch,1_4_11,2024-11-22 19:36:52.000,livingroomdoor,sensor,3
kitchen_PIR,1_5_9,2024-11-22 19:36:54.404,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:37:22.702,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:39:17.099,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:39:30.877,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-22 19:39:32.858,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-22 19:39:39.640,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-22 19:39:39.903,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-22 19:39:44.286,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:39:49.429,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-22 19:39:59.390,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-22 19:40:07.903,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-22 19:40:49.689,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 19:40:54.754,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-22 19:41:29.642,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:41:34.527,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:41:55.706,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-22 19:41:57.514,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 19:42:13.991,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 19:42:20.316,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 19:42:30.772,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 19:42:51.631,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 19:43:12.599,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 19:43:17.394,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-22 19:43:31.733,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:45:02.513,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:45:37.063,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-22 19:46:56.234,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-22 19:46:58.585,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-22 19:47:04.917,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-22 19:47:07.799,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-22 19:47:28.650,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-22 19:47:54.697,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:48:22.637,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:48:45.703,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:49:01.619,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:49:56.613,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:50:03.540,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:50:42.298,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:51:02.735,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:51:12.147,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:51:39.518,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:51:49.403,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:52:13.998,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-22 19:52:22.092,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 19:52:48.833,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-22 19:53:42.780,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-22 19:53:58.778,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-22 20:00:07.155,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-22 20:16:46.570,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-22 21:52:46.427,kitchen,sensor,1
livingroom_PIR,1_4_7,2024-11-22 22:02:56.317,livingroombedarea,sensor,2
kitchen_PIR,1_5_9,2024-11-22 22:35:23.179,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-23 00:01:14.333,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-23 00:01:43.630,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-23 00:01:49.890,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-23 00:01:56.863,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-23 00:01:59.223,bathroom,sensor,0
livingroom_PIR,1_4_7,2024-11-23 00:02:07.812,livingroombedarea,sensor,2
bathroom_PIR,1_3_6,2024-11-23 00:02:07.815,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-23 00:02:13.576,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-23 00:02:47.259,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:03:19.777,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-23 00:03:49.782,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-23 00:04:33.300,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:04:37.957,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:04:47.421,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:04:56.631,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-23 00:05:11.373,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-23 00:05:15.208,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:05:28.005,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:05:35.710,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:05:55.588,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:06:16.669,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:06:28.013,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:06:37.559,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:06:50.362,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-23 00:08:31.885,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-23 00:09:27.086,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:09:39.232,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:09:45.135,bathroom,sensor,0
livingroom_PIR,1_4_7,2024-11-23 00:10:00.078,livingroombedarea,sensor,2
bathroom_PIR,1_3_6,2024-11-23 00:10:30.163,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:10:36.956,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:11:17.264,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:11:29.853,bathroom,sensor,0
livingroom_PIR,1_4_7,2024-11-23 00:11:32.580,livingroombedarea,sensor,2
bathroom_PIR,1_3_6,2024-11-23 00:11:38.136,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:11:44.945,bathroom,sensor,0
livingroom_PIR,1_4_7,2024-11-23 00:11:56.471,livingroombedarea,sensor,2
kitchen_PIR,1_5_9,2024-11-23 00:12:01.252,kitchen,sensor,1
livingroom_PIR,1_4_7,2024-11-23 00:12:15.325,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 00:12:31.419,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 00:12:50.288,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 00:13:11.731,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 00:14:30.923,livingroombedarea,sensor,2
kitchen_PIR,1_5_9,2024-11-23 00:14:39.615,kitchen,sensor,1
livingroom_PIR,1_4_7,2024-11-23 00:15:31.951,livingroombedarea,sensor,2
bathroom_PIR,1_3_6,2024-11-23 00:15:59.673,bathroom,sensor,0
livingroom_PIR,1_4_7,2024-11-23 00:16:04.919,livingroombedarea,sensor,2
bathroom_PIR,1_3_6,2024-11-23 00:16:18.440,bathroom,sensor,0
livingroom_PIR,1_4_7,2024-11-23 00:16:24.025,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 00:16:30.121,livingroombedarea,sensor,2
bathroom_PIR,1_3_6,2024-11-23 00:16:36.697,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:17:04.151,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:17:05.325,bathroom,sensor,0
livingroom_PIR,1_4_7,2024-11-23 00:17:06.698,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 00:17:14.912,livingroombedarea,sensor,2
livingroom_magnetic_switch,1_4_11,2024-11-23 00:17:25.000,livingroomdoor,sensor,3
livingroom_PIR,1_4_7,2024-11-23 00:17:25.830,livingroombedarea,sensor,2
bathroom_PIR,1_3_6,2024-11-23 00:17:33.252,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 00:17:54.399,bathroom,sensor,0
livingroom_PIR,1_4_7,2024-11-23 00:19:19.052,livingroombedarea,sensor,2
kitchen_PIR,1_5_9,2024-11-23 00:20:08.711,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-23 00:20:17.574,kitchen,sensor,1
livingroom_PIR,1_4_7,2024-11-23 00:20:37.755,livingroombedarea,sensor,2
kitchen_PIR,1_5_9,2024-11-23 00:20:51.171,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-23 00:21:25.478,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-23 00:21:33.960,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-23 00:21:44.297,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-23 00:21:53.279,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-23 00:21:59.924,kitchen,sensor,1
livingroom_PIR,1_4_7,2024-11-23 00:49:08.798,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 00:49:18.377,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 01:02:58.937,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 01:09:25.813,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 01:19:29.523,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 01:20:51.798,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 01:22:30.973,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 01:30:06.251,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 01:38:43.243,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 01:41:40.409,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 01:43:55.575,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 01:46:59.089,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 01:48:52.764,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 01:54:08.138,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 02:00:47.781,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 02:57:08.533,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 08:30:26.712,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 09:38:42.907,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 09:39:18.801,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 09:40:32.472,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 09:41:09.032,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 09:42:28.544,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 09:43:15.919,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 09:43:22.172,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 09:43:56.662,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 09:44:21.108,livingroombedarea,sensor,2
kitchen_PIR,1_5_9,2024-11-23 09:48:23.694,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-23 09:48:33.163,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-23 09:50:25.053,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:50:38.558,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:50:52.872,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:51:05.508,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:51:17.016,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:51:22.405,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:51:37.081,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:51:46.578,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:52:03.077,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:52:28.643,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:52:36.167,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:52:43.431,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:53:02.866,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:53:14.845,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:53:22.086,bathroom,sensor,0
livingroom_PIR,1_4_7,2024-11-23 09:53:27.141,livingroombedarea,sensor,2
bathroom_PIR,1_3_6,2024-11-23 09:53:34.324,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:53:45.235,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:54:19.917,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:54:33.202,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 09:54:43.955,bathroom,sensor,0
livingroom_PIR,1_4_7,2024-11-23 09:55:29.536,livingroombedarea,sensor,2
kitchen_PIR,1_5_9,2024-11-23 09:57:53.600,kitchen,sensor,1
livingroom_PIR,1_4_7,2024-11-23 09:58:28.368,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-11-23 09:58:55.532,livingroombedarea,sensor,2
kitchen_PIR,1_5_9,2024-11-23 09:59:48.942,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-23 10:01:31.489,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-23 10:01:40.949,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-23 10:01:47.295,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-23 10:02:02.503,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-23 10:02:20.123,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 10:03:08.640,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 10:03:19.648,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-23 10:03:29.242,bathroom,sensor,0
