group_id,value,start_time,end_time,duration,duration_seconds
68,bathroom,2024-12-20 19:39:19.864,2024-12-20 19:39:50.101,0 days 00:00:30.237000,30.237
69,kitchen,2024-12-20 19:40:02.610,2024-12-20 19:40:02.610,0 days 00:00:00,0.0
70,bathroom,2024-12-20 19:40:11.810,2024-12-20 19:40:11.810,0 days 00:00:00,0.0
71,kitchen,2024-12-20 19:40:15.214,2024-12-20 19:40:22.583,0 days 00:00:07.369000,7.369
72,bathroom,2024-12-20 19:40:24.361,2024-12-20 19:40:46.579,0 days 00:00:22.218000,22.218
73,kitchen,2024-12-20 19:40:51.475,2024-12-20 19:40:51.475,0 days 00:00:00,0.0
74,bathroom,2024-12-20 19:40:52.556,2024-12-20 19:40:52.556,0 days 00:00:00,0.0
75,kitchen,2024-12-20 19:41:06.327,2024-12-20 19:46:52.336,0 days 00:05:46.009000,346.009
76,bathroom,2024-12-20 19:48:22.951,2024-12-20 19:50:03.421,0 days 00:01:40.470000,100.47
77,kitchen,2024-12-20 19:51:47.188,2024-12-20 20:02:06.403,0 days 00:10:19.215000,619.215
78,livingroombedarea,2024-12-20 20:16:49.339,2024-12-20 20:16:49.339,0 days 00:00:00,0.0
79,kitchen,2024-12-20 20:21:10.940,2024-12-20 20:21:10.940,0 days 00:00:00,0.0
80,livingroombedarea,2024-12-20 20:24:29.768,2024-12-20 20:24:29.768,0 days 00:00:00,0.0
81,bathroom,2024-12-20 20:44:36.129,2024-12-20 21:03:52.246,0 days 00:19:16.117000,1156.117
82,kitchen,2024-12-20 21:07:18.104,2024-12-20 21:07:32.169,0 days 00:00:14.065000,14.065
83,bathroom,2024-12-20 21:10:43.476,2024-12-20 21:57:18.288,0 days 00:46:34.812000,2794.812
84,livingroombedarea,2024-12-20 22:02:08.224,2024-12-20 22:02:08.224,0 days 00:00:00,0.0
85,bathroom,2024-12-20 22:03:55.123,2024-12-20 22:06:42.291,0 days 00:02:47.168000,167.168
86,livingroombedarea,2024-12-20 22:28:22.392,2024-12-20 22:41:03.232,0 days 00:12:40.840000,760.84
87,kitchen,2024-12-20 22:42:58.749,2024-12-20 22:50:05.081,0 days 00:07:06.332000,426.332
88,livingroombedarea,2024-12-20 22:54:26.531,2024-12-20 23:02:52.945,0 days 00:08:26.414000,506.414
89,bathroom,2024-12-20 23:09:26.876,2024-12-20 23:53:26.075,0 days 00:43:59.199000,2639.199
90,livingroombedarea,2024-12-20 23:54:09.096,2024-12-20 23:54:09.096,0 days 00:00:00,0.0
91,bathroom,2024-12-20 23:57:10.658,2024-12-20 23:57:46.816,0 days 00:00:36.158000,36.158
92,livingroombedarea,2024-12-20 23:58:07.488,2024-12-20 23:58:07.488,0 days 00:00:00,0.0
93,bathroom,2024-12-20 23:58:42.025,2024-12-21 00:01:49.905,0 days 00:03:07.880000,187.88
94,livingroombedarea,2024-12-21 00:03:53.676,2024-12-21 01:51:46.417,0 days 01:47:52.741000,6472.741
95,kitchen,2024-12-21 07:44:51.884,2024-12-21 08:08:57.260,0 days 00:24:05.376000,1445.376
96,bathroom,2024-12-21 08:14:07.596,2024-12-21 08:16:34.230,0 days 00:02:26.634000,146.634
97,livingroombedarea,2024-12-21 08:28:11.130,2024-12-21 08:28:16.443,0 days 00:00:05.313000,5.313
98,bathroom,2024-12-21 08:34:31.508,2024-12-21 08:34:49.655,0 days 00:00:18.147000,18.147
99,livingroombedarea,2024-12-21 08:34:50.527,2024-12-21 08:34:50.527,0 days 00:00:00,0.0
100,bathroom,2024-12-21 08:34:56.145,2024-12-21 08:50:27.687,0 days 00:15:31.542000,931.542
