group_id,value,start_time,end_time,duration,duration_seconds
95,kitchen,2024-11-07 18:40:49.000,2024-11-07 18:40:49.000,0 days 00:00:00,0.0
96,bathroom,2024-11-07 18:40:54.000,2024-11-07 18:41:55.000,0 days 00:01:01,61.0
97,livingroomdoor,2024-11-07 18:42:03.000,2024-11-07 18:42:03.000,0 days 00:00:00,0.0
98,bathroom,2024-11-07 18:42:06.000,2024-11-07 18:42:06.000,0 days 00:00:00,0.0
99,livingroomdoor,2024-11-07 18:42:16.000,2024-11-07 18:42:16.000,0 days 00:00:00,0.0
100,bathroom,2024-11-07 18:42:24.000,2024-11-07 18:42:46.000,0 days 00:00:22,22.0
101,livingroomdoor,2024-11-07 18:42:59.000,2024-11-07 18:55:29.000,0 days 00:12:30,750.0
102,kitchen,2024-11-07 18:55:50.000,2024-11-07 18:55:50.000,0 days 00:00:00,0.0
103,livingroomdoor,2024-11-07 18:56:51.000,2024-11-07 18:57:06.000,0 days 00:00:15,15.0
104,kitchen,2024-11-07 18:57:08.000,2024-11-07 18:57:08.000,0 days 00:00:00,0.0
105,livingroomdoor,2024-11-07 18:57:13.000,2024-11-07 18:57:13.000,0 days 00:00:00,0.0
106,kitchen,2024-11-07 18:57:30.000,2024-11-07 18:57:42.000,0 days 00:00:12,12.0
107,livingroomdoor,2024-11-07 18:58:15.000,2024-11-07 19:00:35.000,0 days 00:02:20,140.0
108,kitchen,2024-11-07 19:00:50.000,2024-11-07 19:00:50.000,0 days 00:00:00,0.0
109,livingroomdoor,2024-11-07 19:00:59.000,2024-11-07 19:01:21.000,0 days 00:00:22,22.0
110,kitchen,2024-11-07 19:01:24.000,2024-11-07 19:01:24.000,0 days 00:00:00,0.0
111,livingroomdoor,2024-11-07 19:01:27.000,2024-11-07 19:04:02.000,0 days 00:02:35,155.0
112,kitchen,2024-11-07 19:04:06.000,2024-11-07 19:04:06.000,0 days 00:00:00,0.0
113,livingroomdoor,2024-11-07 19:04:12.000,2024-11-07 19:04:12.000,0 days 00:00:00,0.0
114,kitchen,2024-11-07 19:04:25.000,2024-11-07 19:04:25.000,0 days 00:00:00,0.0
115,livingroomdoor,2024-11-07 19:04:30.000,2024-11-07 19:05:56.000,0 days 00:01:26,86.0
116,kitchen,2024-11-07 19:06:07.000,2024-11-07 19:06:36.000,0 days 00:00:29,29.0
117,livingroomdoor,2024-11-07 19:06:43.000,2024-11-07 19:06:43.000,0 days 00:00:00,0.0
118,kitchen,2024-11-07 19:06:49.000,2024-11-07 19:06:49.000,0 days 00:00:00,0.0
119,livingroomdoor,2024-11-07 19:06:53.000,2024-11-07 21:21:19.000,0 days 02:14:26,8066.0
120,kitchen,2024-11-08 00:22:02.000,2024-11-08 00:23:01.000,0 days 00:00:59,59.0
121,livingroomdoor,2024-11-08 08:25:22.000,2024-11-08 08:25:22.000,0 days 00:00:00,0.0
122,kitchen,2024-11-08 08:25:36.000,2024-11-08 08:25:36.000,0 days 00:00:00,0.0
123,livingroomdoor,2024-11-08 08:25:43.000,2024-11-08 08:25:43.000,0 days 00:00:00,0.0
124,kitchen,2024-11-08 08:25:56.000,2024-11-08 08:25:56.000,0 days 00:00:00,0.0
125,livingroomdoor,2024-11-08 08:26:01.000,2024-11-08 08:26:34.000,0 days 00:00:33,33.0
126,kitchen,2024-11-08 08:26:44.000,2024-11-08 08:26:44.000,0 days 00:00:00,0.0
127,livingroomdoor,2024-11-08 08:26:52.000,2024-11-08 08:26:52.000,0 days 00:00:00,0.0
128,kitchen,2024-11-08 08:27:02.000,2024-11-08 08:27:02.000,0 days 00:00:00,0.0
129,livingroomdoor,2024-11-08 08:27:02.000,2024-11-08 08:27:21.000,0 days 00:00:19,19.0
130,kitchen,2024-11-08 08:27:26.000,2024-11-08 08:27:26.000,0 days 00:00:00,0.0
131,livingroomdoor,2024-11-08 08:27:28.000,2024-11-08 08:27:34.000,0 days 00:00:06,6.0
132,kitchen,2024-11-08 08:27:41.000,2024-11-08 08:27:41.000,0 days 00:00:00,0.0
133,livingroomdoor,2024-11-08 08:27:43.000,2024-11-08 08:27:58.000,0 days 00:00:15,15.0
134,kitchen,2024-11-08 08:28:00.000,2024-11-08 08:28:00.000,0 days 00:00:00,0.0
135,livingroomdoor,2024-11-08 08:28:04.000,2024-11-08 08:28:04.000,0 days 00:00:00,0.0
136,kitchen,2024-11-08 08:28:13.000,2024-11-08 08:28:13.000,0 days 00:00:00,0.0
137,livingroomdoor,2024-11-08 08:28:19.000,2024-11-08 08:28:19.000,0 days 00:00:00,0.0
138,kitchen,2024-11-08 08:28:24.000,2024-11-08 08:28:24.000,0 days 00:00:00,0.0
139,livingroomdoor,2024-11-08 08:28:28.000,2024-11-08 08:28:28.000,0 days 00:00:00,0.0
140,kitchen,2024-11-08 08:28:32.000,2024-11-08 08:28:42.000,0 days 00:00:10,10.0
141,livingroomdoor,2024-11-08 08:28:45.000,2024-11-08 08:28:54.000,0 days 00:00:09,9.0
142,kitchen,2024-11-08 08:28:55.000,2024-11-08 08:28:55.000,0 days 00:00:00,0.0
143,livingroomdoor,2024-11-08 08:29:04.000,2024-11-08 08:29:04.000,0 days 00:00:00,0.0
144,kitchen,2024-11-08 08:29:10.000,2024-11-08 08:29:10.000,0 days 00:00:00,0.0
145,livingroomdoor,2024-11-08 08:29:13.000,2024-11-08 08:29:13.000,0 days 00:00:00,0.0
146,kitchen,2024-11-08 08:29:21.000,2024-11-08 08:29:21.000,0 days 00:00:00,0.0
147,livingroomdoor,2024-11-08 08:29:23.000,2024-11-08 08:29:41.000,0 days 00:00:18,18.0
148,kitchen,2024-11-08 08:29:48.000,2024-11-08 08:29:48.000,0 days 00:00:00,0.0
149,livingroomdoor,2024-11-08 08:29:49.000,2024-11-08 08:29:54.000,0 days 00:00:05,5.0
150,kitchen,2024-11-08 08:30:03.000,2024-11-08 08:30:16.000,0 days 00:00:13,13.0
151,livingroomdoor,2024-11-08 08:30:33.000,2024-11-08 08:30:33.000,0 days 00:00:00,0.0
152,kitchen,2024-11-08 08:30:37.000,2024-11-08 08:30:37.000,0 days 00:00:00,0.0
153,livingroomdoor,2024-11-08 08:30:38.000,2024-11-08 08:30:38.000,0 days 00:00:00,0.0
154,kitchen,2024-11-08 08:30:43.000,2024-11-08 08:30:43.000,0 days 00:00:00,0.0
155,livingroomdoor,2024-11-08 08:30:46.000,2024-11-08 08:31:08.000,0 days 00:00:22,22.0
156,kitchen,2024-11-08 08:31:10.000,2024-11-08 08:31:10.000,0 days 00:00:00,0.0
157,livingroomdoor,2024-11-08 08:31:18.000,2024-11-08 08:31:18.000,0 days 00:00:00,0.0
158,kitchen,2024-11-08 08:31:25.000,2024-11-08 08:32:04.000,0 days 00:00:39,39.0
159,livingroomdoor,2024-11-08 08:32:10.000,2024-11-08 08:32:10.000,0 days 00:00:00,0.0
160,kitchen,2024-11-08 08:32:19.000,2024-11-08 08:32:19.000,0 days 00:00:00,0.0
161,livingroomdoor,2024-11-08 08:32:19.000,2024-11-08 08:32:25.000,0 days 00:00:06,6.0
162,kitchen,2024-11-08 08:32:31.000,2024-11-08 08:32:51.000,0 days 00:00:20,20.0
163,livingroomdoor,2024-11-08 08:33:02.000,2024-11-08 08:33:02.000,0 days 00:00:00,0.0
164,kitchen,2024-11-08 08:33:10.000,2024-11-08 08:33:23.000,0 days 00:00:13,13.0
165,livingroomdoor,2024-11-08 08:33:30.000,2024-11-08 08:33:43.000,0 days 00:00:13,13.0
166,kitchen,2024-11-08 08:33:48.000,2024-11-08 08:33:48.000,0 days 00:00:00,0.0
167,livingroomdoor,2024-11-08 08:33:51.000,2024-11-08 08:33:56.000,0 days 00:00:05,5.0
168,kitchen,2024-11-08 08:34:04.000,2024-11-08 08:34:04.000,0 days 00:00:00,0.0
169,livingroomdoor,2024-11-08 08:34:16.000,2024-11-08 08:34:16.000,0 days 00:00:00,0.0
170,kitchen,2024-11-08 08:34:17.000,2024-11-08 08:34:17.000,0 days 00:00:00,0.0
171,livingroomdoor,2024-11-08 08:34:21.000,2024-11-08 08:34:21.000,0 days 00:00:00,0.0
172,kitchen,2024-11-08 08:34:30.000,2024-11-08 08:34:30.000,0 days 00:00:00,0.0
173,livingroomdoor,2024-11-08 08:34:36.000,2024-11-08 08:34:45.000,0 days 00:00:09,9.0
174,kitchen,2024-11-08 08:34:53.000,2024-11-08 08:34:53.000,0 days 00:00:00,0.0
175,livingroomdoor,2024-11-08 08:35:01.000,2024-11-08 08:35:01.000,0 days 00:00:00,0.0
176,kitchen,2024-11-08 08:35:09.000,2024-11-08 08:35:09.000,0 days 00:00:00,0.0
177,livingroomdoor,2024-11-08 08:35:18.000,2024-11-08 08:35:33.000,0 days 00:00:15,15.0
178,kitchen,2024-11-08 08:35:35.000,2024-11-08 08:35:35.000,0 days 00:00:00,0.0
179,livingroomdoor,2024-11-08 08:35:40.000,2024-11-08 08:35:40.000,0 days 00:00:00,0.0
180,kitchen,2024-11-08 08:35:45.000,2024-11-08 08:35:45.000,0 days 00:00:00,0.0
181,livingroomdoor,2024-11-08 08:35:48.000,2024-11-08 08:35:55.000,0 days 00:00:07,7.0
182,kitchen,2024-11-08 08:36:00.000,2024-11-08 08:36:00.000,0 days 00:00:00,0.0
183,livingroomdoor,2024-11-08 08:36:07.000,2024-11-08 08:39:16.000,0 days 00:03:09,189.0
184,kitchen,2024-11-08 08:42:16.000,2024-11-08 08:42:16.000,0 days 00:00:00,0.0
185,livingroomdoor,2024-11-08 08:42:17.000,2024-11-08 08:43:45.000,0 days 00:01:28,88.0
186,kitchen,2024-11-08 08:43:51.000,2024-11-08 08:43:51.000,0 days 00:00:00,0.0
187,livingroomdoor,2024-11-08 08:43:52.000,2024-11-08 08:43:52.000,0 days 00:00:00,0.0
188,kitchen,2024-11-08 08:44:00.000,2024-11-08 08:44:00.000,0 days 00:00:00,0.0
189,livingroomdoor,2024-11-08 08:44:02.000,2024-11-08 08:44:15.000,0 days 00:00:13,13.0
190,kitchen,2024-11-08 09:10:23.000,2024-11-08 09:28:13.000,0 days 00:17:50,1070.0
191,livingroomdoor,2024-11-08 09:28:41.000,2024-11-08 09:31:15.000,0 days 00:02:34,154.0
192,kitchen,2024-11-08 09:39:33.000,2024-11-08 09:44:42.000,0 days 00:05:09,309.0
193,bathroom,2024-11-08 09:49:38.000,2024-11-08 09:49:48.000,0 days 00:00:10,10.0
194,kitchen,2024-11-08 09:50:33.000,2024-11-08 09:50:33.000,0 days 00:00:00,0.0
195,bathroom,2024-11-08 09:51:44.000,2024-11-08 09:53:02.000,0 days 00:01:18,78.0
196,kitchen,2024-11-08 09:53:16.000,2024-11-08 09:53:16.000,0 days 00:00:00,0.0
197,bathroom,2024-11-08 09:55:48.000,2024-11-08 09:55:48.000,0 days 00:00:00,0.0
198,kitchen,2024-11-08 09:56:08.000,2024-11-08 09:56:08.000,0 days 00:00:00,0.0
199,livingroomdoor,2024-11-08 09:57:20.000,2024-11-08 09:58:39.000,0 days 00:01:19,79.0
200,kitchen,2024-11-08 09:58:44.000,2024-11-08 09:58:44.000,0 days 00:00:00,0.0
201,livingroomdoor,2024-11-08 09:58:47.000,2024-11-08 09:58:47.000,0 days 00:00:00,0.0
202,kitchen,2024-11-08 09:58:53.000,2024-11-08 09:58:53.000,0 days 00:00:00,0.0
203,livingroomdoor,2024-11-08 09:58:56.000,2024-11-08 09:58:56.000,0 days 00:00:00,0.0
204,kitchen,2024-11-08 09:59:02.000,2024-11-08 09:59:02.000,0 days 00:00:00,0.0
205,livingroomdoor,2024-11-08 09:59:08.000,2024-11-08 09:59:23.000,0 days 00:00:15,15.0
206,kitchen,2024-11-08 09:59:24.000,2024-11-08 09:59:24.000,0 days 00:00:00,0.0
207,livingroombedarea,2024-11-08 10:03:33.000,2024-11-08 10:04:44.000,0 days 00:01:11,71.0
208,livingroomdoor,2024-11-08 10:05:28.000,2024-11-08 10:05:56.000,0 days 00:00:28,28.0
209,livingroombedarea,2024-11-08 10:06:12.000,2024-11-08 10:16:01.000,0 days 00:09:49,589.0
210,livingroomdoor,2024-11-08 10:16:22.000,2024-11-08 10:16:22.000,0 days 00:00:00,0.0
211,livingroombedarea,2024-11-08 10:20:19.000,2024-11-08 10:26:27.000,0 days 00:06:08,368.0
212,livingroomdoor,2024-11-08 10:26:52.000,2024-11-08 10:28:14.000,0 days 00:01:22,82.0
213,bathroom,2024-11-08 10:28:20.000,2024-11-08 10:28:20.000,0 days 00:00:00,0.0
214,kitchen,2024-11-08 10:29:25.000,2024-11-08 10:29:42.000,0 days 00:00:17,17.0
215,livingroomdoor,2024-11-08 10:31:55.000,2024-11-08 10:31:55.000,0 days 00:00:00,0.0
216,kitchen,2024-11-08 10:32:08.000,2024-11-08 10:32:08.000,0 days 00:00:00,0.0
217,livingroomdoor,2024-11-08 10:32:51.000,2024-11-08 10:32:51.000,0 days 00:00:00,0.0
218,kitchen,2024-11-08 10:39:45.000,2024-11-08 10:42:30.000,0 days 00:02:45,165.0
219,livingroombedarea,2024-11-08 10:44:01.000,2024-11-08 10:44:01.000,0 days 00:00:00,0.0
220,livingroomdoor,2024-11-08 10:44:13.000,2024-11-08 10:44:13.000,0 days 00:00:00,0.0
221,kitchen,2024-11-08 10:45:17.000,2024-11-08 10:45:17.000,0 days 00:00:00,0.0
222,bathroom,2024-11-08 10:45:36.000,2024-11-08 10:45:36.000,0 days 00:00:00,0.0
223,livingroomdoor,2024-11-08 10:46:04.000,2024-11-08 10:46:04.000,0 days 00:00:00,0.0
224,kitchen,2024-11-08 10:46:13.000,2024-11-08 10:47:25.000,0 days 00:01:12,72.0
225,livingroomdoor,2024-11-08 10:48:17.000,2024-11-08 10:48:17.000,0 days 00:00:00,0.0
226,kitchen,2024-11-08 10:48:27.000,2024-11-08 10:49:42.000,0 days 00:01:15,75.0
227,livingroomdoor,2024-11-08 11:54:49.000,2024-11-08 11:54:49.000,0 days 00:00:00,0.0
228,livingroombedarea,2024-11-08 12:16:32.000,2024-11-08 12:16:43.000,0 days 00:00:11,11.0
229,livingroomdoor,2024-11-08 12:16:58.000,2024-11-08 12:16:58.000,0 days 00:00:00,0.0
230,kitchen,2024-11-08 12:17:16.000,2024-11-08 12:17:16.000,0 days 00:00:00,0.0
231,bathroom,2024-11-08 12:18:13.000,2024-11-08 12:18:13.000,0 days 00:00:00,0.0
232,kitchen,2024-11-08 12:49:32.000,2024-11-08 12:49:32.000,0 days 00:00:00,0.0
233,bathroom,2024-11-08 12:49:43.000,2024-11-08 12:50:13.000,0 days 00:00:30,30.0
234,kitchen,2024-11-08 12:50:35.000,2024-11-08 13:12:37.000,0 days 00:22:02,1322.0
235,bathroom,2024-11-08 13:12:48.000,2024-11-08 13:12:48.000,0 days 00:00:00,0.0
236,kitchen,2024-11-08 13:13:03.000,2024-11-08 13:26:49.000,0 days 00:13:46,826.0
237,livingroomdoor,2024-11-08 13:27:13.000,2024-11-08 14:03:28.000,0 days 00:36:15,2175.0
238,kitchen,2024-11-08 14:03:33.000,2024-11-08 14:04:37.000,0 days 00:01:04,64.0
239,bathroom,2024-11-08 14:05:20.000,2024-11-08 14:05:20.000,0 days 00:00:00,0.0
240,kitchen,2024-11-08 14:08:37.000,2024-11-08 14:08:56.000,0 days 00:00:19,19.0
241,livingroomdoor,2024-11-08 22:53:03.000,2024-11-08 22:53:03.000,0 days 00:00:00,0.0
242,kitchen,2024-11-08 22:53:47.000,2024-11-08 23:17:30.000,0 days 00:23:43,1423.0
243,bathroom,2024-11-08 23:17:42.000,2024-11-08 23:23:00.000,0 days 00:05:18,318.0
244,livingroombedarea,2024-11-08 23:23:28.000,2024-11-08 23:23:28.000,0 days 00:00:00,0.0
245,livingroomdoor,2024-11-08 23:23:57.000,2024-11-08 23:23:57.000,0 days 00:00:00,0.0
246,kitchen,2024-11-08 23:24:02.000,2024-11-08 23:24:20.000,0 days 00:00:18,18.0
247,livingroombedarea,2024-11-08 23:24:31.000,2024-11-08 23:38:19.000,0 days 00:13:48,828.0
248,livingroomdoor,2024-11-08 23:38:33.000,2024-11-08 23:38:33.000,0 days 00:00:00,0.0
249,kitchen,2024-11-08 23:38:38.000,2024-11-08 23:39:13.000,0 days 00:00:35,35.0
250,livingroombedarea,2024-11-08 23:39:57.000,2024-11-09 07:10:22.000,0 days 07:30:25,27025.0
251,livingroomdoor,2024-11-09 07:10:55.000,2024-11-09 07:10:55.000,0 days 00:00:00,0.0
252,bathroom,2024-11-09 07:11:37.000,2024-11-09 07:15:16.000,0 days 00:03:39,219.0
253,kitchen,2024-11-09 07:16:17.000,2024-11-09 07:16:40.000,0 days 00:00:23,23.0
254,bathroom,2024-11-09 07:16:53.000,2024-11-09 07:31:57.000,0 days 00:15:04,904.0
255,kitchen,2024-11-09 07:33:08.000,2024-11-09 07:33:18.000,0 days 00:00:10,10.0
256,bathroom,2024-11-09 07:33:30.000,2024-11-09 07:33:30.000,0 days 00:00:00,0.0
257,kitchen,2024-11-09 07:36:46.000,2024-11-09 23:15:31.000,0 days 15:38:45,56325.0
258,bathroom,2024-11-09 23:15:38.000,2024-11-09 23:16:39.000,0 days 00:01:01,61.0
259,livingroomdoor,2024-11-09 23:20:12.000,2024-11-09 23:20:47.000,0 days 00:00:35,35.0
260,bathroom,2024-11-09 23:20:54.000,2024-11-09 23:28:38.000,0 days 00:07:44,464.0
261,kitchen,2024-11-09 23:30:09.000,2024-11-09 23:31:27.000,0 days 00:01:18,78.0
262,livingroombedarea,2024-11-09 23:34:29.000,2024-11-10 09:24:30.000,0 days 09:50:01,35401.0
263,bathroom,2024-11-10 09:24:50.000,2024-11-10 09:35:22.000,0 days 00:10:32,632.0
264,kitchen,2024-11-10 09:38:50.000,2024-11-10 09:54:06.000,0 days 00:15:16,916.0
265,bathroom,2024-11-10 09:55:54.000,2024-11-10 09:55:54.000,0 days 00:00:00,0.0
266,kitchen,2024-11-10 09:57:11.000,2024-11-10 10:19:27.000,0 days 00:22:16,1336.0
267,bathroom,2024-11-10 10:19:45.000,2024-11-10 10:20:06.000,0 days 00:00:21,21.0
